"","package_name","package_version","package_title"
"2570","dtplyr","0.0.2","Data Table Back-End for 'dplyr'"
"2571","DTR","1.7","Estimation and Comparison of Dynamic Treatment Regimes"
"2572","dtree","0.2.3","Decision Trees"
"2573","DTRlearn","1.2","Learning Algorithms for Dynamic Treatment Regimes"
"2574","DTRreg","1.3","DTR Estimation and Inference via G-Estimation, Dynamic WOLS, and
Q-Learning"
"2575","dtt","0.1-2","Discrete Trigonometric Transforms"
"2576","dtw","1.18-1","Dynamic Time Warping Algorithms"
"2577","dtwclust","5.1.0","Time Series Clustering Along with Optimizations for the Dynamic
Time Warping Distance"
"2578","dtwSat","0.2.3","Time-Weighted Dynamic Time Warping for Satellite Image Time
Series Analysis"
"2579","dualScale","0.9.1","Dual Scaling Analysis of Multiple Choice Data"
"2580","duckduckr","1.0.0","Simple Client for the DuckDuckGo Instant Answer API"
"2581","dummies","1.5.6","Create dummy/indicator variables flexibly and efficiently"
"2582","dummy","0.1.3","Automatic Creation of Dummies with Support for Predictive
Modeling"
"2583","dunn.test","1.3.5","Dunn's Test of Multiple Comparisons Using Rank Sums"
"2584","DunnettTests","2.0","Software implementation of step-down and step-up Dunnett test<U+000a>procedures"
"2585","dupiR","1.2","Bayesian inference from count data using discrete uniform priors"
"2586","dvfBm","1.0","Discrete variations of a fractional Brownian motion"
"2587","DVHmetrics","0.3.7","Analyze Dose-Volume Histograms and Check Constraints"
"2588","dvmisc","1.1.1","Faster Computation of Common Statistics and Miscellaneous
Functions"
"2589","dvn","0.3.5","Access to Dataverse 3 APIs"
"2590","dwapi","0.1.1","A Client for Data.world's REST API"
"2591","DWLasso","1.1","Degree Weighted Lasso"
"2592","DWreg","2.0","Parametric Regression for Discrete Response"
"2593","dyads","1.1","Dyadic Network Analysis"
"2594","dygraphs","1.1.1.4","Interface to 'Dygraphs' Interactive Time Series Charting Library"
"2595","DYM","0.2","Did You Mean?"
"2596","dyn","0.2-9.3","Time Series Regression"
"2597","DynamicDistribution","1.1","Dynamically visualized probability distributions and their<U+000a>moments"
"2598","dynamicGraph","0.2.2.6","dynamicGraph"
"2599","dynamichazard","0.5.1","Dynamic Hazard Models using State Space Models"
"2600","dynamicTreeCut","1.63-1","Methods for Detection of Clusters in Hierarchical Clustering
Dendrograms"
"2601","dynatopmodel","1.1","Implementation of the Dynamic TOPMODEL Hydrological Model"
"2602","dynaTree","1.2-10","Dynamic Trees for Learning and Design"
"2603","dynBiplotGUI","1.1.5","Full Interactive GUI for Dynamic Biplot in R"
"2604","DynClust","3.13","Denoising and clustering for dynamical image sequence (2D or<U+000a>3D)+T"
"2605","dyncomp","0.0.1-5","Complexity of Short and Coarse-Grained Time Series"
"2606","dynCorr","1.1.0","Dynamic Correlation Package"
"2607","dynetNLAResistance","0.1.0","Resisting Neighbor Label Attack in a Dynamic Network"
"2608","dynfrail","0.5.2","Fitting Dynamic Frailty Models with the EM Algorithm"
"2609","dynia","0.2","Fit Dynamic Intervention Model"
"2610","dynlm","0.3-5","Dynamic Linear Regression"
"2611","DynNom","4.1.1","Dynamic Nomograms for Linear, Generalized Linear and
Proportional Hazard Models"
"2612","dynOmics","1.0","Fast Fourier Transform to Identify Associations Between Time
Course Omics Data"
"2613","dynpanel","0.1.0","Dynamic Panel Data Models"
"2614","dynpred","0.1.2","Companion Package to ""Dynamic Prediction in Clinical Survival
Analysis"""
"2615","dynr","0.1.11-8","Dynamic Modeling in R"
"2616","dynRB","0.10","Dynamic Range Boxes"
"2617","dynsbm","0.4","Dynamic Stochastic Block Models"
"2618","dynsim","1.2.1","Dynamic Simulations of Autoregressive Relationships"
"2619","dynsurv","0.3-6","Dynamic Models for Survival Data"
"2620","DynTxRegime","3.01","Methods for Estimating Optimal Dynamic Treatment Regimes"
"2621","DySeq","0.22","Functions for Dyadic Sequence Analyses"
"2622","DZEXPM","1.0","Estimation and Prediction of Skewed Spatial Processes"
"2623","e1071","1.6-8","Misc Functions of the Department of Statistics, Probability
Theory Group (Formerly: E1071), TU Wien"
"2624","eaf","1.07","Plots of the Empirical Attainment Function"
"2625","Eagle","1.0.2","Multiple Locus Association Mapping on a Genome-Wide Scale"
"2626","EAinference","0.2.3","Estimator Augmentation and Simulation-Based Inference"
"2627","eAnalytics","0.1.3","Dynamic Web-Based Analytics for the Energy Industry"
"2628","earlyR","0.0.1","Estimation of Transmissibility in the Early Stages of a Disease
Outbreak"
"2629","earlywarnings","1.0.59","Early Warning Signals Toolbox for Detecting Critical Transitions<U+000a>in Timeseries"
"2630","earth","4.6.0","Multivariate Adaptive Regression Splines"
"2631","earthtones","0.1.0","Derive a Color Palette from a Particular Location on Earth"
"2632","EasyABC","1.5","Efficient Approximate Bayesian Computation Sampling Schemes"
"2633","easyAHP","0.1.1","Analytic Hierarchy Process (AHP)"
"2634","easyanova","5.0","Analysis of Variance and Other Important Complementary Analyses"
"2635","easycsv","1.0.5","Load Multiple 'csv' and 'txt' Tables"
"2636","easyDes","3.0","An Easy Way to Descriptive Analysis"
"2637","easyformatr","0.1.2","Tools for Building R Formats"
"2638","EasyHTMLReport","0.1.1","EasyHTMLReport"
"2639","EasyMARK","1.0","Utility functions for working with mark-recapture data."
"2640","easyml","0.1.0","Easily Build and Evaluate Machine Learning Models"
"2641","EasyMx","0.2-1","Easy Model-Builder Functions for 'OpenMx'"
"2642","easyNCDF","0.0.4","Tools to Easily Read/Write NetCDF Files into/from
Multidimensional R Arrays"
"2643","easynls","5.0","Easy Nonlinear Model"
"2644","easypackages","0.1.0","Easy Loading and Installing of Packages"
"2645","easypower","1.0.1","Sample Size Estimation for Experimental Designs"
"2646","easyPubMed","2.3","Search and Retrieve Scientific Publication Records from PubMed"
"2647","easyreg","1.0","Easy Regression"
"2648","easySdcTable","0.3.0","Easy Interface to the Statistical Disclosure Control Package
'sdcTable'"
"2649","EasyStrata","8.6","Evaluation of stratified genome-wide association meta-analysis<U+000a>results"
"2650","easyVerification","0.4.4","Ensemble Forecast Verification for Large Data Sets"
"2651","eba","1.7-2","Elimination-by-Aspects Models"
"2652","ebal","0.1-6","Entropy reweighting to create balanced samples"
"2653","EBASS","0.1","Sample Size Calculation Method for Cost-Effectiveness Studies
Based on Expected Value of Perfect Information"
"2654","EbayesThresh","1.4-12","Empirical Bayes Thresholding and Related Methods"
"2655","ebdbNet","1.2.5","Empirical Bayes Estimation of Dynamic Bayesian Networks"
"2656","EBEN","4.6","Empirical Bayesian Elastic Net"
"2657","ebGenotyping","2.0.1","Genotyping and SNP Detection using Next Generation Sequencing
Data"
"2658","EBglmnet","4.1","Empirical Bayesian Lasso and Elastic Net Methods for Generalized
Linear Models"
"2659","ebimetagenomics","0.3","EBI Metagenomics Portal"
"2660","EBMAforecast","0.52","Ensemble BMA Forecasting"
"2661","ebmc","1.0.0","Ensemble-Based Methods for Class Imbalance Problem"
"2662","EBrank","1.0.0","Empirical Bayes Ranking"
"2663","EBS","3.1","Exact Bayesian Segmentation"
"2664","ebSNP","1.0","Genotyping and SNP calling using single-sample next generation<U+000a>sequencing data"
"2665","ecb","0.2","Programmatic Access to the European Central Bank's Statistical
Data Warehouse (SDW)"
"2666","ECctmc","0.2.4","Simulation from Endpoint-Conditioned Continuous Time Markov
Chains"
"2667","ecd","0.9.1","Elliptic Lambda Distribution and Option Pricing Model"
"2668","Ecdat","0.3-1","Data Sets for Econometrics"
"2669","ecdfHT","0.1.1","Empirical CDF for Heavy Tailed Data"
"2670","ecespa","1.1-9","Functions for Spatial Point Pattern Analysis"
"2671","ECFsup","0.1-2","Equal Covariance Functions Testing by L2-Norm and Sup-Norm"
"2672","Ecfun","0.1-7","Functions for Ecdat"
"2673","ECharts2Shiny","0.2.13","Embedding Interactive Charts Generated with ECharts Library into
Shiny Applications"
"2674","echogram","0.1.1","Echogram Visualisation and Analysis"
"2675","ecipex","1.0","Efficient calculation of fine structure isotope patterns via<U+000a>Fourier transforms of simplex-based elemental models"
"2676","eclust","0.1.0","Environment Based Clustering for Interpretable Predictive Models
in High Dimensional Data"
"2677","ecm","3.0.0","Build Error Correction Models"
"2678","eco","4.0-1","Ecological Inference in 2x2 Tables"
"2679","ecodist","2.0.1","Dissimilarity-Based Functions for Ecological Analysis"
"2680","ecoengine","1.11.0","Programmatic Interface to the Web Service Methods Provided by UC
Berkeley's Natural History Data"
"2681","EcoGenetics","1.2.1-2","Management and Exploratory Analysis of Spatial Data in Landscape
Genetics"
"2682","Ecohydmod","1.0.0","Ecohydrological Modelling"
"2683","EcoHydRology","0.4.12","A community modeling foundation for Eco-Hydrology."
"2684","EcoIndR","1.2","Ecological Indicators"
"2685","ecolMod","1.2.6","""A practical guide to ecological modelling - using R as a
simulation platform"""
"2686","ecolottery","1.0.0","Coalescent-Based Simulation of Ecological Communities"
"2687","EconDemand","1.0","General Analysis of Various Economics Demand Systems"
"2688","econullnetr","0.1.0","Null Model Analysis for Ecological Networks"
"2689","ecoreg","0.2.2","Ecological Regression using Aggregate and Individual Data"
"2690","ecoseries","0.1.5","An R Interface to Brazilian Central Bank and Sidra APIs and the
IPEA Data"
"2691","ecosim","1.3","Toolbox for Aquatic Ecosystem Modeling"
"2692","EcoSimR","0.1.0","Null Model Analysis for Ecological Data"
"2693","ECOSolveR","0.3-2","Embedded Conic Solver in R"
"2694","ecospace","1.2.1","Simulating Community Assembly and Ecological Diversification
Using Ecospace Frameworks"
"2695","ecospat","2.2.0","Spatial Ecology Miscellaneous Methods"
"2696","ecotox","1.3.0","Analysis of Ecotoxicology"
"2697","ecotoxicology","1.0.1","Methods for Ecotoxicology"
"2698","EcoTroph","1.6","EcoTroph R package"
"2699","ecoval","1.1","Procedures for Ecological Assessment of Surface Waters"
"2700","EcoVirtual","1.0","Simulation of Ecological Models"
"2701","ecp","3.1.0","Non-Parametric Multiple Change-Point Analysis of Multivariate
Data"
"2702","ecr","2.1.0","Evolutionary Computation in R"
"2703","edarf","1.1.1","Exploratory Data Analysis using Random Forests"
"2704","edcc","1.0-0","Economic Design of Control Charts"
"2705","edci","1.1-2","Edge Detection and Clustering in Images"
"2706","edeaR","0.7.2","Exploratory and Descriptive Event-Based Data Analysis"
"2707","edeR","1.0.0","Email Data Extraction Using R"
"2708","edesign","1.0-13","Maximum Entropy Sampling"
"2709","edf","1.0.0","Read Data from European Data Format (EDF and EDF+) Files"
"2710","EDFIR","1.0","Estimating Discrimination Factors"
"2711","edfReader","1.1.2","Reading EDF(+) and BDF(+) Files"
"2712","edfun","0.2.0","Creating Empirical Distribution Functions"
"2713","edgar","1.0.9","Platform for EDGAR Filing Management"
"2714","edgarWebR","0.3.0","SEC Filings Access"
"2715","edgebundleR","0.1.4","Circle Plot with Bundled Edges"
"2716","edgeCorr","1.0","Spatial Edge Correction"
"2717","edgeRun","1.0.9","More Powerful Unconditional Testing of Negative Binomial Means<U+000a>for Digital Gene Expression Data"
"2718","EDISON","1.1.1","Network Reconstruction and Changepoint Detection"
"2719","editData","0.1.2","'RStudio' Addin for Editing a 'data.frame'"
"2720","EditImputeCont","1.1.0","Simultaneous Edit-Imputation for Continuous Microdata"
"2721","editrules","2.9.0","Parsing, Applying, and Manipulating Data Cleaning Rules"
"2722","eDMA","1.4-0","Dynamic Model Averaging with Grid Search"
"2723","edpclient","0.2.0","Empirical Data Platform Client"
"2724","EDR","0.6-6","Estimation of the Effective Dimension Reduction ('EDR') Space"
"2725","edrGraphicalTools","2.2","Provides Tools for Dimension Reduction Methods"
"2726","edstan","1.0.6","Stan Models for Item Response Theory"
"2727","EdSurvey","1.0.6","Education Survey"
"2728","educineq","0.1.0","Compute and Decompose Inequality in Education"
"2729","eechidna","1.1","Exploring Election and Census Highly Informative Data Nationally
for Australia"
"2730","eefAnalytics","1.0.6","Analysing Education Trials"
"2731","eegkit","1.0-2","Toolkit for Electroencephalography Data"
"2732","eegkitdata","1.0","Data for package eegkit"
"2733","eel","1.1","Extended Empirical Likelihood"
"2734","EEM","1.1.1","Read and Preprocess Fluorescence Excitation-Emission Matrix
(EEM) Data"
"2735","eemR","0.1.5","Tools for Pre-Processing Emission-Excitation-Matrix (EEM)
Fluorescence Data"
"2736","eeptools","1.1.0","Convenience Functions for Education Data"
"2737","eesim","0.1.0","Simulate and Evaluate Time Series for Environmental Epidemiology"
"2738","EFAutilities","1.2.1","Utility Functions for Exploratory Factor Analysis"
"2739","EFDR","0.1.1","Wavelet-Based Enhanced FDR for Signal Detection in Noisy Images"
"2740","effectFusion","1.0","Bayesian Effect Fusion for Categorical Predictors"
"2741","EffectLiteR","0.4-2","Average and Conditional Effects"
"2742","effects","4.0-0","Effect Displays for Linear, Generalized Linear, and Other Models"
"2743","EffectsRelBaseline","0.5","Test changes of a grouped response relative to baseline."
"2744","EffectStars","1.8","Visualization of Categorical Response Models"
"2745","EffectStars2","0.1-1","Effect Stars"
"2746","EffectTreat","0.3","Prediction of Therapeutic Success"
"2747","EfficientMaxEigenpair","0.1.4","Efficient Initials for Computing the Maximal Eigenpair"
"2748","efflog","1.0","The Causal Effects for a Causal Loglinear Model"
"2749","effsize","0.7.1","Efficient Effect Size Computation"
"2750","efreadr","0.2.2","Read European Eddy Fluxes CSV Files"
"2751","EFS","1.0.3","Tool for Ensemble Feature Selection"
"2752","ega","2.0.0","Error Grid Analysis"
"2753","egcm","1.0.12","Engle-Granger Cointegration Models"
"2754","egg","0.2.0","Extensions for 'ggplot2', to Align Plots, and Set Panel Sizes"
"2755","eggCounts","1.4","Hierarchical Modelling of Faecal Egg Counts"
"2756","egonet","1.2","Tool for ego-centric measures in Social Network Analysis"
"2757","EGRET","2.6.0","Exploration and Graphics for RivEr Trends (EGRET)"
"2758","EGRETci","1.0.2","Exploration and Graphics for RivEr Trends (EGRET) Confidence
Intervals"
"2759","eha","2.5.1","Event History Analysis"
"2760","eHOF","1.8","Extended HOF (Huisman-Olff-Fresco) Models"
"2761","EHR","0.1-3","Electronic Health Record (EHR) Data Processing and Analysis Tool"
"2762","ei","1.3-3","Ecological Inference"
"2763","EIAdata","0.0.3","R Wrapper for the Energy Information Administration (EIA) API"
"2764","eiCompare","2.1","Compares EI, Goodman, RxC Estimates"
"2765","eigeninv","2011.8-1","Generates (dense) matrices that have a given set of eigenvalues"
"2766","eigenmodel","1.01","Semiparametric factor and regression models for symmetric<U+000a>relational data"
"2767","eigenprcomp","1.0","Computes confidence intervals for principal components"
"2768","EILA","0.1-2","Efficient Inference of Local Ancestry"
"2769","eiPack","0.1-7","eiPack: Ecological Inference and Higher-Dimension Data<U+000a>Management"
"2770","eive","2.1","An algorithm for reducing errors-in-variable bias in simple<U+000a>linear regression"
"2771","eiwild","0.6.7","Ecological Inference with individual and aggregate data"
"2772","EKMCMC","0.1.0","MCMC Procedures for Estimating Enzyme Kinetics Constants"
